id,name,address,
3239,中里歯科医院,杉並区和泉３−６１−２,
3240,中島歯科医院,杉並区高井戸西２−１−２６,
3241,森歯科医院,杉並区高円寺南３−４１−５,
3242,藤村歯科医院,杉並区和泉３−４６−９ＹＳ第１ビル,
3243,村田歯科医院,杉並区高円寺南３−５７−１０高円寺ＫＳビル２Ｆ,
3244,鈴木歯科医院,杉並区宮前４−２２−１７,
3245,伊藤歯科医院,杉並区西荻北４−６−５,
3246,国本歯科,杉並区高井戸東３−３０−７,
3247,佐藤歯科医院,杉並区清水３−２７−２０コーポ大和 妙正寺公園,
3248,飯島歯科医院,杉並区荻窪３−１４−６,
3249,柳澤歯科クリニック,杉並区高円寺南５−１８−７,
3250,ひぐち歯科医院,杉並区和田１−５９−６,
3251,片野歯科クリニック,杉並区下井草３−３８−２２,
3252,入江歯科医院,杉並区今川３−２９−１７シールート今川１０１,
3253,藤本矯正歯科,杉並区宮前１−１４−２３ユニットＦ,
3254,石川歯科クリニック,杉並区高円寺北２−２１−８第２佳園ビル２Ｆ,
3255,柏井歯科医院,杉並区本天沼１−２−６,
3256,新見歯科医院,杉並区上荻１−１８−１４キャッスル荻窪３０６,
3257,林歯科クリニック,杉並区浜田山４−１２−１,
3258,医療法人社団一光会 中村歯科クリニック,杉並区高円寺南４−１９−１山長ビル１Ｆ,
3259,矢嶋歯科医院,杉並区高円寺南３−７−１ローレルハイツ１Ｆ,
3260,吉岡歯科,杉並区高円寺南４−１０−２吉岡ビル１Ｆ,
3261,山崎歯科,杉並区上荻３−２９−９ブランシユ上荻２Ｆ,
3262,豊栄スドウ歯科医院,杉並区荻窪５−３０−１７,
3263,医療法人社団 佐藤歯科クリニック,杉並区下井草１−１−２プチファミールＢ棟１Ｆ,
3264,いとう歯科,杉並区高円寺北２−８−１２ミクラビル２Ｆ,
3265,本間歯科医院,杉並区和田１−４２−６,
3266,西井歯科医院,杉並区善福寺２−１−２,
3267,阿佐ケ谷山口歯科,杉並区阿佐谷南２−４１−１,
3268,佐々木歯科,杉並区永福３−２９−１４,
3269,小林歯科医院,杉並区天沼３−３−２マンション荻窪３０２,
3270,いばた歯科,杉並区成田東１−３２−１２,
3271,まえかわ歯科医院,杉並区西荻南１−１９−２１,
3272,真鍋歯科医院,杉並区浜田山３−３０−５越路ビル３Ｆ,
3273,杉本歯科医院,杉並区本天沼２−６−７サニーハイツ１Ｆ,
3274,小林歯科医院,杉並区井草５−６−７,
3275,三輪歯科医院,杉並区宮前１−３−６パインハイム１０１,
3276,志水歯科医院,杉並区下高井戸３−１０−２,
3277,田村歯科医院,杉並区方南１−５２−３０,
3278,医療法人社団 至正会 にしざわ歯科,杉並区荻窪５−３０−１２グローリアビル３０１,
3279,寺西歯科医院,杉並区下高井戸５−５−１９,
3280,清水歯科医院,杉並区西荻南３−３−７,
3281,佐藤歯科クリニック,杉並区高井戸東４−１０−３０サンハイム高井戸１０６,
3282,横川歯科医院,杉並区阿佐谷北５−４３−１１横川エンゼルハイム阿佐谷１Ｆ,
3283,医療法人社団敬悠会 石﨑矯正歯科医院,杉並区荻窪５−２７−５中島第二ビル　８Ｆ,
3284,医療法人社団浄生会 下井草歯科医院,杉並区下井草２−４０−１５森田ビル２Ｆ,
3285,細見デンタルクリニック,杉並区上井草３−３１−１８村野ビル３Ｆ,
3286,たかまつ歯科,杉並区久我山３−２２−３,
3287,ほたる歯科医院,杉並区梅里２−１０−１１芝萬ビル２Ｆ,
3288,藤島歯科診療所,杉並区荻窪４−１４−１３,
3289,大石歯科医院,杉並区高円寺南１−７−１−２０３,
3290,永福歯科,杉並区永福１−３８−１１,
3291,中村歯科医院,杉並区高円寺南４−１７−１７,
3292,馬場歯科医院,杉並区浜田山３−３４−５山善ビル３Ｆ,
3293,矢島歯科医院,杉並区阿佐谷南３−３２−１,
3294,川本歯科医院,杉並区和田２−２７−３,
3295,久我山あおぞら歯科医院,杉並区久我山４−４７−２０,
3296,岩渕歯科クリニック,杉並区西荻南３−８−７市川ビル２Ｆ,
3297,甲斐歯科医院,杉並区永福２−５３−９小泉ビル,
3298,葉梨歯科医院,杉並区和田２−２７−１１,
3299,秋山歯科医院,杉並区西荻南３−８−９畠中ビル２Ｆ,
3300,後藤歯科医院,杉並区和田３−５４−５第十田中ビル２Ｆ,
3301,真砂歯科医院,杉並区松ノ木１−１２−２５,
3302,野津歯科医院,杉並区西荻北２−２−１松岡西荻ビル４Ｆ,
3303,小川歯科医院,杉並区下高井戸３−１−４新カネキビル２Ｆ,
3304,広瀬歯科医院,杉並区堀ノ内１−５−２２,
3305,佐藤歯科医院,杉並区久我山４−７−１倉田ビル１０３号,
3306,味村歯科医院,杉並区阿佐谷南３−９−２新光ハイツ,
3307,小林歯科医院,杉並区和泉４−１０−１４,
3308,宮下歯科医院,杉並区善福寺１−１６−１３,
3309,河村歯科医院,杉並区高円寺南４−５−５河村ビル２Ｆ,
3310,赤澤歯科クリニック,杉並区成田東４−３８−１９朝日生命杉並第二ビル２Ｆ,
3311,田中歯科医院,杉並区西荻北２−３−１,
3312,秋山歯科クリニック,杉並区荻窪５−２６−１０兼商ビル２Ｆ,
3313,中上歯科医院,杉並区天沼３−１７−１７,
3314,やよい歯科,杉並区方南１−１２−１６,
3315,大野歯科医院,杉並区上高井戸１−９−１大和ビル３Ｆ,
3316,石田歯科医院,杉並区下井草５−１８−７星野ビル２Ｆ,
3317,田中歯科医院,杉並区上井草３−３３−１３,
3318,医療法人社団慧医会 井荻歯科医院,杉並区上井草１−３１−３,
3319,増野歯科医院,杉並区浜田山２−２１−１３,
3320,晴海歯科医院,杉並区堀ノ内２−３１−７,
3321,中川歯科医院,杉並区和田１−６６−１５,
3322,パール歯科医院,杉並区久我山５−８−１７久我山関口ビル３Ｆ,
3323,ハタテ歯科医院,杉並区高井戸西１−３６−１８,
3324,服部歯科,杉並区西荻北２−３７−１０,
3325,杉山歯科医院,杉並区下井草２−４０−８,
3326,児玉歯科医院,杉並区西荻南３−１０−６西荻スカイビル４Ｆ,
3327,石田歯科医院,杉並区上荻１−１６−６第２丸三ビル３Ｆ,
3328,神尾歯科医院,杉並区高円寺南２−１３−１岡村ハイツ１Ｆ,
3329,木村歯科医院,杉並区天沼１−４６−８,
3330,柴田歯科医院,杉並区阿佐谷南３−３−１戸門ビル２Ｆ,
3331,村上歯科医院,杉並区下井草３−３９−１４,
3332,まえじま歯科クリニック,杉並区南荻窪１−３０−５,
3333,宮前須田歯科医院,杉並区宮前４−３０−１８,
3334,山本歯科医院,杉並区方南１−２３−４,
3335,板垣歯科,杉並区井草３−３−７,
3336,平井歯科医院,杉並区高井戸西１−２６−１,
3337,岩崎歯科クリニック,杉並区永福２−６０−２４メゾン永福２Ｆ,
3338,野口歯科医院,杉並区高円寺北３−２３−２近藤第２ビル３Ｆ,
3339,後藤歯科クリニック,杉並区成田東２−３７−２６,
3340,及川歯科医院,杉並区阿佐谷北１−１３−２０,
3341,歯科三枝,杉並区阿佐谷北２−１４−５大阪屋ビル２Ｆ,
3342,佐々木歯科医院,杉並区西荻北３−１９−３ベルフォート西荻駅前２０９,
3343,飯島歯科医院,杉並区和泉２−３２−１４,
3344,山根歯科医院,杉並区上井草２−３４−８,
3345,小柳歯科クリニック,杉並区西荻北２−９−１５豊栄マンション１１７,
3346,レジデンス歯科医院,杉並区高円寺北４−２９−２秀和高円寺レジデンス１２１,
3347,浜田山歯科医院,杉並区浜田山３−３５−３８−４０２,
3348,野田歯科医院,杉並区上井草３−３３−１８,
3349,有賀歯科医院,杉並区西荻南３−１５−４,
3350,神作歯科医院,杉並区阿佐谷北１−３−１２,
3351,保坂歯科医院,杉並区本天沼２−９−７,
3352,杉沢歯科医院,杉並区下井草５−１９−９泉ビル,
3353,増田歯科医院,杉並区西荻北３−１３−３丸恵ビル１Ｆ,
3354,若井歯科医院,杉並区高円寺南４−２７−１０日興ビル６Ｆ,
3355,稲葉歯科医院,杉並区阿佐谷南１−３６−２,
3356,山崎歯科医院,杉並区西荻北４−１５−１８,
3357,アサイ歯科医院,杉並区天沼３−２５−８,
3358,菅沼歯科医院,杉並区久我山４−３１−１２,
3359,堀部歯科医院,杉並区阿佐谷北２−１０−１,
3360,近内歯科医院,杉並区梅里２−３２−９,
3361,下村歯科医院,杉並区方南１−３３−６,
3362,関根歯科医院,杉並区天沼３−１−１関根ビル２Ｆ,
3363,坂梨歯科医院,杉並区永福３−５０−１９,
3364,永井歯科医院,杉並区和泉１−１１−１６,
3365,長野歯科医院,杉並区松ノ木３−２９−４,
3366,富士見歯科医院,杉並区久我山５−２２−２,
3367,伊藤歯科医院,杉並区井草３−９−８,
3368,伊藤デンタルオフィス,杉並区天沼３−３−３−２F渋澤荻窪ビル,
3369,橋詰歯科医院,杉並区高円寺南３−９−４,
3370,秋山デンタルクリニック,杉並区桃井４−３−１７,
3371,阿部歯科医院,杉並区高円寺南１−１０−２,
3372,医療法人渡辺会 大場歯科クリニック,杉並区阿佐谷北５−４８−１３ＧＯＴＯビル１階,
3373,小林歯科診療所,杉並区高井戸東３−２８−２４ドムス高井戸１０３,
3374,小林歯科医院,杉並区清水１−１５−２０,
3375,若林歯科歯周病研究所,豊島区目白３−４−４−２Ｆ,
3376,すがも歯科,豊島区巣鴨１−３１−１　１Ｆ,
3377,医療法人社団　プレゼンス 池袋ハプラス歯科,豊島区西池袋１−１７−１０エキニア池袋　３階,
3378,サンセリテ内田歯科医院,豊島区南大塚２−２１−１０レリタージュ１F,
3379,あお歯科クリニック,豊島区北大塚１−１７−８,
3380,ヴェリ歯科クリニック,豊島区巣鴨３−２５−４管野ビル１Ｆ,
3381,もみじ歯科クリニック目白,豊島区目白２−２−１目白カルチャービル１F,
3382,池袋かおり歯科クリニック,豊島区池袋２−６１−４エヌアイビル2F,
3383,さとみ矯正歯科,豊島区東池袋１−４７−１２シュウトウビル２階,
3384,有支会歯科,豊島区北大塚２−２−１３−１０１シャトレ—・トーコー,
3385,成田歯科・矯正歯科医院,豊島区池袋本町４−１−２,
3386,豊島区役所ビル かわはた歯科,豊島区南池袋２−４５−３としまエコミューゼタウン２Ｆ,
3387,はやしだ歯科,豊島区駒込１−４３−１４南駅前ビル２Ｆ,
3388,あずさ歯科,豊島区北大塚２−１１−９梟ビル１階,
3389,まるやま矯正歯科,豊島区南池袋３−１５−１０桐生ビル２Ｆ,
3390,Health&Smile おくやまデンタルクリニック,豊島区南池袋２−２６−７城北ビル３階,
3391,さくら歯科医院,豊島区長崎５−２０−１９,
3392,医療法人社団創順会 東池袋くしやま歯科医院,豊島区東池袋４−６−１０ルナ大住ビル１階,
3393,医療法人社団　法山会 山下診療所大塚,豊島区北大塚２−１３−１ｂａ０７　５Ｆ,
3394,こだま歯科医院,豊島区西巣鴨３−１８−２,
3395,長嶺歯科医院,豊島区高松２−２７−１,
3396,医療法人社団歯友会 赤羽歯科（池袋）,豊島区東池袋３−１−１サンシャイン６０ ８Ｆ私書箱１００８号,
3397,医療法人社団雄志会 渡辺歯科クリニック,豊島区西池袋３−１０−２,
3398,リキタケ歯科医院,豊島区南池袋１−１８−１７Ｉ＆Ｋビル４Ｆ,
3399,小池歯科医院,豊島区駒込１−４３−９駒込ＴＳビル２０２,
3400,林歯科医院,豊島区西巣鴨４−１５−９,
3401,ほそだ歯科,豊島区巣鴨３−１６−２,
3402,茗水矯正歯科・北原,豊島区西池袋３−２５−１５ＩＢビル４Ｆ,
3403,おいかわ歯科,豊島区巣鴨１−４０−５ＳＨＩＲＯビルヂング４Ｆ,
3404,鯉沼歯科医院,豊島区長崎４−７−１６ソシエ長崎第二１Ｆ,
3405,ゆうデンタルクリニック,豊島区池袋本町４−３９−５モルチール池袋本町１０２号室,
3406,どひ歯科・小児矯正歯科,豊島区西池袋５−５−２１ザ・タワーグランディア２Ｆ,
3407,やはぎ歯科クリニック,豊島区南大塚２−３−２０−１０１アーバンビュー新大塚プラタナス通,
3408,医療法人社団晴健会 仙田歯科医院,豊島区北大塚３−２７−１６シティーコート北大塚１Ｆ,
3409,博愛歯科,豊島区南池袋２−４７−１２,
3410,医）社団恒心会 グリーン歯科,豊島区南池袋１−２５−９ＭＹＴビル６階,
3411,田島デンタルクリニック,豊島区西巣鴨３−２５−１１メトロエステート西巣鴨２０４号室,
3412,矢作歯科クリニック,豊島区池袋本町２−１−１２,
3413,山本歯科医院,豊島区南大塚３−６−４,
3414,医療法人社団和和敬会 メトロポリタンデンタルクリニック,豊島区西池袋１−１１−１メトロポリタンプラザビル,
3415,大山登歯科,豊島区長崎２−１４−１５西村ビル１F,
3416,きくち歯科医院,豊島区長崎１−２−１２,
3417,池袋ヤマヤ歯科医院,豊島区南池袋２−２９−１０金井ビル４Ｆ,
3418,神濱歯科医院,豊島区巣鴨４−１４−１２,
3419,静谷歯科医院,豊島区西巣鴨３−８−１,
3420,あき歯科医院,豊島区駒込２−７−８,
3421,田中歯科クリニック,豊島区目白５−４−７ 田中耳鼻科２Ｆメジロファイブ２Ｆ,
3422,笠島歯科室,豊島区長崎２−１２−３音羽ＢＬＤＧ１Ｆ,
3423,さくらデンタルクリニック,豊島区南大塚１−１−８ウエストモアビル２Ｆ,
3424,鈴木歯科クリニック,豊島区池袋４−２５−１紘亜ビル１Ｆ,
3425,池袋同仁歯科,豊島区西池袋１−１６−８山口ビル５Ｆ,
3426,とりいデンタルクリニック,豊島区南大塚３−４３−５アルス新大塚１Ｆ,
3427,中島歯科医院,豊島区駒込６−３３−５,
3428,はやと歯科医院,豊島区南長崎４−５−２０ｉＴｅｒｒａｃｅ落合南長崎４Ｆ,
3429,石山歯科医院,豊島区千早１−２０−１３新東京木材会館２Ｆ,
3430,大道歯科医院,豊島区池袋本町４−３０−１３ＭＳビル１Ｆ,
3431,石原デンタルクリニック,豊島区北大塚１−１８−３石原ビル,
3432,医療法人弘進会 宮田歯科池袋診療所,豊島区南池袋２−２７−８南水ビル４Ｆ,
3433,宇美歯科医院,豊島区池袋本町４−１２−９ＡＮビル１Ｆ,
3434,柳澤歯科医院,豊島区南池袋１−１８−１三品ビル８Ｆ,
3435,関根歯科医院,豊島区南大塚３−４４−１１フサカビル２Ｆ,
3436,吉野歯科医院,豊島区池袋１−８−３,
3437,医療法人社団　藍成会 野城歯科西池袋クリニック,豊島区西池袋５−１７−１１ルート西池袋ビル２０１,
3438,医療法人社団桜津会 光本歯科,豊島区南池袋２−４７−６パレス南池袋１Ｆ,
3439,坂本矯正歯科医院,豊島区要町３−４４−６東信ビル３Ｆ,
3440,さいとう歯科医院,豊島区長崎４−７−１１マスターズ東長崎３０３,
3441,竹山歯科医院,豊島区巣鴨１−１８−４レクトヒル１Ｆ,
3442,田端歯科医院,豊島区上池袋３−３３−２１,
3443,鈴木歯科医院,豊島区雑司が谷２−９−４,
3444,小池歯科医院,豊島区南大塚２−３５−８ＮＹにしむらビル２Ｆ,
3445,新井歯科医院,豊島区西池袋３−２３−４,
3446,林歯科医院,豊島区西池袋３−７−１５,
3447,鈴木歯科クリニック,豊島区池袋４−２５−１紘亜ビル１Ｆ,
3448,山の手デンタルクリニック,豊島区南池袋１−１９−１２山の手ビル東館２Ｆ,
3449,なかむら矯正歯科,豊島区駒込１−４３−１３朝美ビル２Ｆ,
3450,さゆり歯科医院,豊島区池袋本町１−１−１歯研ビル,
3451,渋谷歯科医院,豊島区北大塚２−３２−２１萬ビル１Ｆ,
3452,仁村歯科医院,豊島区目白３−１６−１,
3453,医療法人社団恒心会 目白ハイマート歯科,豊島区目白２−３９−１トラッド目白２Ｆ,
3454,大塚駅前歯科,豊島区南大塚３−３２−９西島ビル２F,
3455,高田歯科医院,豊島区東池袋４−３４−１０,
3456,大橋第二歯科医院,豊島区巣鴨２−３−１０清水ビル４Ｆ,
3457,岩崎歯科医院,豊島区南長崎６−２４−３,
3458,高田歯科,豊島区上池袋３−４６−８第一ビル３０１,
3459,河野歯科クリニック,豊島区巣鴨３−２３−７河野ビル,
3460,イタガキ歯科,豊島区南大塚２−２５−１０板垣ビル,
3461,市丸歯科医院,豊島区池袋本町３−２２−３,
3462,森デンタルクリニック,豊島区駒込３−２−７デュアル駒込３Ｆ,
3463,吉澤歯科医院,豊島区池袋４−２７−６,
3464,小林デンタルオフィス,豊島区池袋本町１−１５−１９池袋本町公園レジデンス１Ｆ,
3465,幸運堂ビル歯科医院,豊島区巣鴨１−１９−１１,
3466,田代歯科医院,東京都豊島区西池袋４−２３−１９,
3467,西村歯科医院,豊島区上池袋３−３８−５,
3468,聖和歯科広瀬診療所,豊島区西池袋５−２５−７関口ビル２Ｆ,
3469,内山歯科医院,豊島区西池袋２−３９−３ロイヤル池袋ビル１Ｆ,
3470,太田歯科医院,豊島区巣鴨１−３６−１０太田ビル,
3471,高津歯科医院,豊島区高田１−１９−２１メゾンソレイユ１０１,
3472,立川歯科医院,豊島区雑司が谷２−５−１９,
3473,長田歯科医院,豊島区池袋本町４−９−２,
3474,歯科風間医院,豊島区巣鴨２−１６−４,
3475,関根歯科医院,豊島区上池袋２−１３−９,
3476,山口歯科医院,豊島区南長崎２−５−１７,
3477,本田歯科クリニック,豊島区高田３−２０−１斉藤ビル３Ｆ,
3478,島根歯科医院,豊島区南池袋２−２４−７,
3479,倉本歯科医院,豊島区東池袋３−７−４倉本ビル２Ｆ,
3480,伏見歯科医院,豊島区巣鴨４−２８−４オーガスト８０,
3481,鮎沢歯科医院,豊島区南長崎５−１４−２ヤマザキビル,
3482,サンシャイン通り歯科医院,豊島区東池袋１−１５−１眞下ビル５Ｆ,
3483,ウチダ歯科室,豊島区池袋２−７２−３,
3484,野口歯科医院,豊島区要町２−７−２,
3485,寺田歯科医院,豊島区池袋２−６９−２寺田デンタルビル１Ｆ,
3486,目白荒井歯科医院,豊島区目白５−３−６,
3487,田島歯科医院,豊島区要町１−１６−８,
3488,田中歯科医院,豊島区西池袋４−３５−１１,
3489,岡野歯科医院,豊島区長崎２−３３−１１,
3490,医療法人社団恒心会 グリーン歯科,豊島区南池袋１−２５−９ＭＹＴビル６Ｆ,
3491,有泉歯科医院,豊島区東池袋２−１−１３,
3492,ごうけ歯科クリニック,豊島区池袋本町３−２５−１３,
3493,医療法人社団陵雲会 古川歯科クリニック,豊島区駒込２−１２−１１古川ビル３Ｆ,
3494,潮デンタルクリニック,豊島区巣鴨３−２０−１４山下ビル,
3495,神崎歯科医院,豊島区南長崎３−１９−６,
3496,野木歯科医院,豊島区高松３−１−８,
3497,正木歯科医院,豊島区西巣鴨３−３−１０,
3498,医療法人社団大塚会 大多和歯科医院,豊島区南大塚３−５１−３,
3499,佐藤歯科,豊島区巣鴨３−２５−３,
3500,医療法人社団大友会 杉田歯科医院,豊島区東池袋３−１−１サンシャイン６０ ７Ｆ私書箱１０３９号,
3501,間下歯科,豊島区千早１−２８−５,
3502,山下歯科クリニック,豊島区高田３−１３−７サンユービル１Ｆ,
3503,はなか歯科医院,豊島区西巣鴨１−６−５ジュウェル大塚１Ｆ,
3504,黒田歯科医院,豊島区南長崎３−３８−２,
3505,大久保歯科医院,豊島区長崎４−４−５,
3506,芥川歯科,豊島区目白３−４−１２Ｅ＆Ｋビル４Ｆ,
3507,渡辺歯科医院,豊島区南長崎５−２５−１３,
3508,セントラル歯科,豊島区南池袋２−４１−１２池袋セントラル３０１号,
3509,医療法人社団生成会 池袋歯科診療所,豊島区東池袋１−７−５池袋イースタンビル４Ｆ,
3510,恵愛歯科医院,豊島区巣鴨１−１８−１１扇屋ビル３Ｆ,
3511,ポール矯正歯科クリニック,豊島区南長崎６−１−２３,
3512,芝歯科医院,豊島区池袋２−１６−１２ＫＢＣビル,
3513,飯田歯科医院,豊島区目白４−１９−１０,
3514,大松矯正歯科クリニック,豊島区池袋２−１３−２金子園ビル３Ｆ,
3515,赫歯科医院,豊島区要町３−４４−５,
3516,医療法人社団四誓会 尾﨑矯正歯科クリニック,豊島区東池袋１−１４−１０ポプラビル１０階,
3517,さゆり歯科医院,豊島区池袋本町１−１−１歯研ビル,
3518,布施歯科医院,豊島区西巣鴨２−３４−１８,
3519,杉崎歯科医院,豊島区池袋本町２−２−４,
3520,新大塚歯科,豊島区南大塚３−４−２,
3521,イワサキ歯科医院,豊島区西池袋３−２９−１２大地屋ビル３Ｆ,
3522,山口歯科医院,豊島区長崎２−１３−６,
3523,村田歯科クリニック,豊島区南長崎４−１７−９,
3524,石田歯科医院,豊島区池袋本町４−１−１,
3525,高草木歯科,豊島区東池袋１−９−１セイコーサンシャインビルXI　９F,
3526,高橋歯科クリニック,豊島区南池袋２−３３−７,
3527,眞船歯科医院,豊島区上池袋２−４４−３,
3528,中山歯科医院,豊島区池袋２−２３−３,
3529,滝沢歯科医院,豊島区東池袋５−３５−２,
3530,静谷歯科医院,豊島区駒込３−１１−３,
3531,上山歯科医院,豊島区池袋２−５４−１０池袋スワンビル　２Ｆ,
3532,名取歯科医院,豊島区東池袋４−１４−６,
3533,弥生歯科医院,豊島区西池袋１−４−７ＫＮビル４Ｆ,
3534,野村歯科医院,豊島区南大塚２−１０−２−２Ｆ,
3535,医療法人社団高心会 セレライン矯正歯科,豊島区高田２−１８−２４ループラインビル１Ｆ-Ａ,
3536,医療法人社団常磐会 本多歯科東長崎診療所,豊島区南長崎５−２６−３,
3537,ライフデンタルクリニック十条,北区十条仲原２−１１—８ＷＩＳＥＨＯＵＳＥ　１Ｆ,
3538,真田歯科クリニック,北区中十条２−２０−１２メープルハイツ1F,
3539,たけうち歯科診療所,北区中十条２−１３−６シェーンハイトⅠ,
3540,医療法人社団寿明会 うきま歯科医院,北区浮間３−２−１６エスポアール２０１,
3541,荒井歯科,北区十条仲原２−６−８サンハイツ十条１０３号室,
3542,東京歯科クリニック,北区王子５−２−２−１０９,
3543,ゆきこ歯科医院,北区志茂２−３６−６岩井ハイツ１階,
3544,たつファミリー歯科,北区十条仲原１−８−２８1階,
3545,髙橋歯科矯正歯科クリニック,北区赤羽１−４０−１４赤羽一番街ビル２F,
3546,医療法人社団 田口歯科医院,北区赤羽１−５２−１６田口ビル２Ｆ,
3547,三原歯科医院,北区赤羽１−６５−１２,
3548,マーガレット歯科クリニック,北区豊島２−１０−７マーガレットビル１Ｆ,
3549,ひのき歯科赤羽医院,北区赤羽１−６１−４シティヴィラ石井１Ｆ,
3550,十条かわせ歯科クリニック,北区十条仲原１−２−２カマヤビル１Ｆ,
3551,歯科大橋,北区赤羽西１−３６−１４エミネンスタワー赤羽１０１,
3552,なんば歯科クリニック,北区浮間３−２６−１３ＭＹビーゼ１Ａ,
3553,アルファ矯正歯科クリニック,北区上十条２−３０−１ブラックストンビル４Ｆ,
3554,光愛歯科クリニック,北区赤羽南１−４−７,
3555,赤羽矯正歯科,北区赤羽２−４９−７山陽ビル３Ｆ,
3556,河奈歯科医院,北区岩淵町１２−２,
3557,ユニ歯科医院,北区赤羽南２−１１−１１ユニ歯科ビル１Ｆ,
3558,医）社団歯友会 赤羽歯科,北区志茂１−１７−１０,
3559,みゆき歯科,北区赤羽西１−２９−１８プレミール赤羽１Ｆ,
3560,たねだ歯科医院,北区王子５−１０−５クレスパリオ王子２０８,
3561,かえで歯科,北区赤羽西６−１７−１１MAC本蓮沼コート１０１,
3562,ながぬま歯科医院,北区赤羽１−１３−１ミドリヤビル３F,
3563,森川歯科医院,北区王子１−２８−２王子ハイムやまわ １０１,
3564,ライオンズプラザ歯科クリニック,北区赤羽１−２５−３ライオンズプラザ赤羽 １０２,
3565,医療法人社団深歯会   深野歯科医院,北区赤羽２−１０−２きくやビル４Ｆ,
3566,藤井歯科クリニック,北区十条仲原２−１−８,
3567,大橋歯科クリニック,北区上十条２−２８−７ＯＤＣビル１Ｆ,
3568,黒山歯科口腔外科医院,北区西が丘１−３２−１０,
3569,平歯科医院,北区志茂５−４−７メゾンダジュール２０１,
3570,高木歯科医院,北区東十条２−６−３,
3571,砂長歯科医院,北区十条仲原１−２４−３,
3572,加藤歯科医院,北区赤羽南１−２０−５コスモリード赤羽２F,
3573,たなか歯科医院,北区堀船３−２５−１３,
3574,せきね歯科医院,北区赤羽西１−７−１パルロード３　２０３,
3575,王子みのうら矯正歯科,北区王子１−１６−７石井ビル３Ｆ,
3576,髙橋歯科医院,北区王子２−２２−５髙橋ビル３Ｆ,
3577,もりや歯科医院,北区豊島１−１９−９ゴダイビル２Ｆ,
3578,赤羽岩淵ひがし歯科,北区岩淵町３８−２６吉安ビル１Ｆ,
3579,王子本町歯科クリニック,北区王子本町１−９−１４,
3580,末廣歯科医院,北区中十条１−１６−１６,
3581,生協王子歯科,北区豊島３−１９−３,
3582,村上歯科医院,北区豊島１−３７−１,
3583,今井歯科医院,北区東十条４−１２−５,
3584,鈴木歯科医院,北区志茂２−４１−１３ニュー岩瀬１Ｆ,
3585,神岡歯科医院,北区十条仲原１−２−６小暮ビル２Ｆ,
3586,牧野歯科医院,北区赤羽２−６９−２千秀ビル２Ｆ,
3587,青山歯科医院,北区堀船３−３４−９,
3588,中村歯科医院,北区上十条５−６−１,
3589,高山歯科クリニック,北区浮間３−１３−１１高山歯科ビル,
3590,小松歯科医院,北区王子本町１−１８−１０,
3591,医）社団医信会 古瀬歯科医院,北区中十条２−１２−２０ハルカビル２階,
3592,歯科皓歯医院,北区赤羽１−１０−２高野ビル３Ｆ,
3593,赤羽歯科,北区志茂１−１７−１０,
3594,かわかみ歯科,北区神谷３−４５−７,
3595,みどりデンタルサロン,北区東十条３−１５−１０ＢＯＸ１ビル２F,
3596,長沼歯科医院,北区上十条１−１１−５,
3597,上十条歯科,北区上十条１−１９−８駒崎ビル,
3598,大河原歯科医院,北区王子２−１５−１０,
3599,コウノ歯科,北区浮間３−１−５２河野メディカルビル４０１,
3600,根岸歯科医院,北区岸町１−１−７新扇屋ビル３Ｆ,
3601,ひかり歯科医院,北区王子４−２４−１０リーフハイツ王子Ⅱ２０３,
3602,小川歯科医院,北区東十条１−２０−１５,
3603,野田歯科医院,北区豊島８−２３−２,
3604,平田歯科医院,北区神谷２−４１−７−１０２ヴェラハイツ赤羽,
3605,権現坂歯科医院,北区王子本町１−１−２２権現坂ビル,
3606,板谷歯科医院,北区志茂３−２４−１０,
3607,日吉歯科,北区上十条４−１３−５,
3608,金沢歯科医院,北区上十条３−２８−７スワベビル１Ｆ,
3609,牧田歯科医院,北区王子２−１６−１１,
3610,牛尾歯科医院,北区赤羽２−８−１１−１０１,
3611,岡安歯科医院,北区王子１−１３−１５−２０１,
3612,渡辺歯科医院,北区東十条５−６−５,
3613,山本歯科医院,北区十条仲原１−２−１４はっとすはうす,
3614,武田歯科医院,北区赤羽台３−２５−１３,
3615,竹内歯科医院,北区豊島３−６−１,
3616,武井歯科医院,北区東十条４−５−５コスモプラザＨＩＮＯ２０１,
3617,医療法人社団静歯会 佐藤歯科医院,北区赤羽西１−１７−６−２０１,
3618,斎藤歯科医院,北区東十条３−１３−５,
3619,金高歯科,北区上十条２−８−１１金高ビル,
3620,百瀬歯科医院,北区東十条２−１２−１７,
3621,医恵歯科医院,北区豊島４−３−４,
3622,藤川歯科医院,北区王子本町１−１−１０,
3623,有田歯科医院,北区赤羽西１−２−７,
3624,赤羽岩淵ニュ−大谷歯科,北区赤羽１−５８−２,
3625,久保田歯科医院,北区赤羽南１−２２−１,
3626,篠原歯科,北区中十条３−４−１,
3627,東十条歯科医院,北区東十条３−１１−１−１０９,
3628,高山歯科医院,北区浮間３−１−５５−２０１,
3629,沢辺歯科クリニック,北区東十条２−１２−３,
3630,王子歯科美容外科クリニック,北区王子２−２６−２ウェルネスオクデラビルズ３Ｆ,
3631,上野歯科,北区赤羽西４−２３−９,
3632,及川歯科医院,北区上十条２−２７−４及川ビル２Ｆ,
3633,岩崎歯科医院,北区王子２−１４−１８,
3634,千葉歯科医院,北区志茂１−３６−１３,
